Model,Scenario,Cutoff_Percentage,Scenario_Cutoff,Curve_idx,SMAPE,MAE,MSE
LC-PFN,KDKL,0.1,KDKL_10%,32501,2.095424011349678,0.03416276350617409,0.001336734276264906
MMF4,KDKL,0.1,KDKL_10%,32501,0.5317915187443696,0.008475894209830982,0.00010439748711751494
WBL4,KDKL,0.1,KDKL_10%,32501,0.3367794166549898,0.005354376701607038,4.470319029492493e-05
POW4,KDKL,0.1,KDKL_10%,32501,5.377537197127752,0.09168514992266932,0.010294932027486695
LC-PFN,KDKL,0.1,KDKL_10%,5694,0.048008671728894114,0.0006364710279740393,1.0586697953840485e-06
MMF4,KDKL,0.1,KDKL_10%,5694,1.989961487490468e-07,2.641489612512734e-09,8.545286112746964e-18
WBL4,KDKL,0.1,KDKL_10%,5694,0.00041258356669398677,5.476690973419492e-06,3.470840524666998e-11
POW4,KDKL,0.1,KDKL_10%,5694,2.293051156183545e-06,3.043813161347668e-08,9.433288669166649e-16
LC-PFN,KDKL,0.1,KDKL_10%,88305,1.3146590441465378,0.01977461762726307,0.0005833448376506567
MMF4,KDKL,0.1,KDKL_10%,88305,6.2871376510813315,0.08901973730879544,0.008799400864891683
WBL4,KDKL,0.1,KDKL_10%,88305,6.355330270385866,0.08992163595370094,0.00896078784766529
POW4,KDKL,0.1,KDKL_10%,88305,3.495377878385559,0.05105480882365829,0.0032976741767831016
LC-PFN,KDKL,0.1,KDKL_10%,89110,2.8657542541623116,0.03953351825475693,0.0019319764105603099
MMF4,KDKL,0.1,KDKL_10%,89110,4.709267169136351,0.06365142301769876,0.0054851239433388824
WBL4,KDKL,0.1,KDKL_10%,89110,2.7573856365533422,0.03795416492899392,0.0017663142243391006
POW4,KDKL,0.1,KDKL_10%,89110,2.757385636107198,0.03795416492283091,0.0017663142239000363
LC-PFN,KDKL,0.1,KDKL_10%,93043,2.2854601964354515,0.02505907602608204,0.0009259840589947999
MMF4,KDKL,0.1,KDKL_10%,93043,15.364469295431524,0.14059937904979597,0.02265772546250521
WBL4,KDKL,0.1,KDKL_10%,93043,16.731321915648596,0.1510965745913617,0.025940589724837225
POW4,KDKL,0.1,KDKL_10%,93043,5.297400210421696,0.053412937538970306,0.003229713165381282
LC-PFN,KDKL,0.1,KDKL_10%,57195,0.797763280570507,0.01236115861684084,0.0003470448136795312
MMF4,KDKL,0.1,KDKL_10%,57195,0.8042351274731302,0.012459674767049199,0.0003484364422843249
WBL4,KDKL,0.1,KDKL_10%,57195,0.8031999675431624,0.012443921513181085,0.00034775307046706395
POW4,KDKL,0.1,KDKL_10%,57195,0.8042343790621862,0.012459663378195675,0.00034843600337453355
LC-PFN,KDKL,0.1,KDKL_10%,4958,0.5185122601687908,0.009638353250920773,0.00016786281776148826
MMF4,KDKL,0.1,KDKL_10%,4958,0.7328947998316798,0.013579806078992951,0.0002248879378691644
WBL4,KDKL,0.1,KDKL_10%,4958,0.8251898321836935,0.01527554855854792,0.00028592935365192717
POW4,KDKL,0.1,KDKL_10%,4958,0.7381798111837408,0.013815076372593587,0.00034071220934774667
LC-PFN,KDKL,0.1,KDKL_10%,93530,5.757641792297363,0.08420815318822861,0.007391250226646662
MMF4,KDKL,0.1,KDKL_10%,93530,7.730989502013102,0.1112209013492099,0.013181657249412644
WBL4,KDKL,0.1,KDKL_10%,93530,8.07782896603933,0.11583623783017377,0.014369171809556111
POW4,KDKL,0.1,KDKL_10%,93530,7.221925225635445,0.10439301849172987,0.011570561163839883
LC-PFN,KDKL,0.1,KDKL_10%,96606,1.0449109598994255,0.018811821937561035,0.0005263802595436573
MMF4,KDKL,0.1,KDKL_10%,96606,4.536630593007987,0.07878991665116082,0.00635457743409522
WBL4,KDKL,0.1,KDKL_10%,96606,3.2535795149528104,0.057230599481085075,0.0034224138805482272
POW4,KDKL,0.1,KDKL_10%,96606,1.394280821772422,0.025348894590023763,0.0008821518734758092
LC-PFN,KDKL,0.1,KDKL_10%,48432,8.648130297660828,0.11583847552537918,0.01578693836927414
MMF4,KDKL,0.1,KDKL_10%,48432,18.696287032952768,0.22799199279893229,0.05658487572762924
WBL4,KDKL,0.1,KDKL_10%,48432,14.972060602240697,0.1890536801198714,0.03987231429601475
POW4,KDKL,0.1,KDKL_10%,48432,14.972060783011305,0.18905368207680032,0.03987231509113867
LC-PFN,KDKL,0.1,KDKL_10%,96810,0.8688393980264664,0.015930207446217537,0.00031670593307353556
MMF4,KDKL,0.1,KDKL_10%,96810,0.7641602264278321,0.01397008556379652,0.00026209105936661264
WBL4,KDKL,0.1,KDKL_10%,96810,0.9060804947036821,0.01654795006547196,0.0004129929577949166
POW4,KDKL,0.1,KDKL_10%,96810,1.0933502523485306,0.01999033903176282,0.0005462802816727364
LC-PFN,KDKL,0.1,KDKL_10%,91057,3.6401521414518356,0.04095394164323807,0.002462990116328001
MMF4,KDKL,0.1,KDKL_10%,91057,5.041008414449614,0.0572157462754779,0.003938346445132928
WBL4,KDKL,0.1,KDKL_10%,91057,5.870713850450593,0.06638800563510192,0.005374295625218664
POW4,KDKL,0.1,KDKL_10%,91057,3.885422916527003,0.04385849862973907,0.0026829334927161823
LC-PFN,KDKL,0.1,KDKL_10%,43077,3.628789633512497,0.0551789253950119,0.0043638343922793865
MMF4,KDKL,0.1,KDKL_10%,43077,4.694444219294974,0.07434278756161324,0.008760093202724913
WBL4,KDKL,0.1,KDKL_10%,43077,5.389094537128767,0.08679320009084993,0.01208268273776976
POW4,KDKL,0.1,KDKL_10%,43077,3.7915799121522613,0.058694364009429054,0.005308536405537989
LC-PFN,KDKL,0.1,KDKL_10%,85648,3.1867608428001404,0.05075789615511894,0.003180193016305566
MMF4,KDKL,0.1,KDKL_10%,85648,3.2610017770365087,0.0519279415462791,0.0034015258055674217
WBL4,KDKL,0.1,KDKL_10%,85648,3.1863924669810424,0.05076538234327891,0.0032235950279822724
POW4,KDKL,0.1,KDKL_10%,85648,3.4671652268222575,0.058778910392259354,0.004661619300344578
LC-PFN,KDKL,0.1,KDKL_10%,61718,0.5465678870677948,0.009995650500059128,0.00012717070057988167
MMF4,KDKL,0.1,KDKL_10%,61718,0.41862812587950143,0.0076435924047521175,8.667239338732494e-05
WBL4,KDKL,0.1,KDKL_10%,61718,0.5132201481815429,0.009361575005484967,0.00011646536951762246
POW4,KDKL,0.1,KDKL_10%,61718,0.4197699651667757,0.0076659260347684555,7.376558848101181e-05
