Model,Scenario,Cutoff_Percentage,Scenario_Cutoff,SMAPE,MAE,MSE,curve_idx,SMAPE_rank,MAE_rank,MSE_rank,Average_rank
WBL4,UDUL,0.3,UDUL_30%,19.044151902439868,0.221981745100538,0.0769724435284242,788,2.0,2.0,1.0,1.6666666666666667
POW4,UDUL,0.3,UDUL_30%,19.044153179321725,0.22198176139953674,0.07697244621709351,788,3.0,3.0,2.0,2.6666666666666665
LC-PFN,UDUL,0.3,UDUL_30%,3.911604642868042,0.05243060737848282,0.0061672222800552845,789,1.0,1.0,1.0,1.0
MMF4,UDUL,0.3,UDUL_30%,9.434796869578268,0.12181441054068574,0.019874612194005395,789,4.0,4.0,4.0,4.0
WBL4,UDUL,0.3,UDUL_30%,4.1030805747042915,0.05522491345252643,0.006890334662188784,789,2.0,2.0,3.0,2.3333333333333335
POW4,UDUL,0.3,UDUL_30%,4.10308058996692,0.055224913486527166,0.0068903317724963754,789,3.0,3.0,2.0,2.6666666666666665
LC-PFN,UDUL,0.3,UDUL_30%,2.9700522422790527,0.03255218267440796,0.0014933292986825109,790,3.0,3.0,3.0,3.0
MMF4,UDUL,0.3,UDUL_30%,2.3422948950821407,0.025313492481904308,0.0010918568233588468,790,2.0,2.0,2.0,2.0
WBL4,UDUL,0.3,UDUL_30%,2.28893411049069,0.024713885064793956,0.0010437135445208457,790,1.0,1.0,1.0,1.0
POW4,UDUL,0.3,UDUL_30%,6.121135010502247,0.07018648159732041,0.005456106771013582,790,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.3,UDUL_30%,0.5827574133872986,0.008591648191213608,0.00011784771049860865,791,1.0,1.0,1.0,1.0
MMF4,UDUL,0.3,UDUL_30%,2.880956772794758,0.041559623037205735,0.001914258174991065,791,4.0,4.0,4.0,4.0
WBL4,UDUL,0.3,UDUL_30%,0.7257180776257427,0.010714285735760214,0.00012532124007598157,791,2.0,2.0,2.0,2.0
POW4,UDUL,0.3,UDUL_30%,0.7257180855703969,0.010714285852589586,0.00012532124260580813,791,3.0,3.0,3.0,3.0
LC-PFN,UDUL,0.3,UDUL_30%,11.331103324890137,0.07200183719396591,0.007607436738908291,792,1.0,1.0,1.0,1.0
MMF4,UDUL,0.3,UDUL_30%,22.57654713606226,0.09768454736776112,0.013239184307319844,792,4.0,4.0,4.0,4.0
WBL4,UDUL,0.3,UDUL_30%,20.21564156929595,0.08978720256589927,0.01152083160872753,792,3.0,3.0,3.0,3.0
POW4,UDUL,0.3,UDUL_30%,19.327538468318263,0.08660168558255225,0.010672661999027633,792,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.3,UDUL_30%,3.9122586250305176,0.06461897492408752,0.005501039791852236,793,2.0,2.0,2.0,2.0
MMF4,UDUL,0.3,UDUL_30%,6.695430555529969,0.10699655677026151,0.013652017748878526,793,3.0,3.0,3.0,3.0
WBL4,UDUL,0.3,UDUL_30%,6.809456834323842,0.10868161078939774,0.014015449303857033,793,4.0,4.0,4.0,4.0
POW4,UDUL,0.3,UDUL_30%,1.73164312151597,0.02940972139476493,0.0009987876237685376,793,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.3,UDUL_30%,2.6557528972625732,0.04599040374159813,0.0026340654585510492,794,1.0,1.0,1.0,1.0
MMF4,UDUL,0.3,UDUL_30%,5.290007509379431,0.0889435869648919,0.008840037926402422,794,3.0,3.0,3.0,3.0
WBL4,UDUL,0.3,UDUL_30%,5.3733477712381035,0.09026539454260597,0.009076917717547046,794,4.0,4.0,4.0,4.0
POW4,UDUL,0.3,UDUL_30%,3.2165105654624773,0.05535229418407041,0.0037701636017337136,794,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.3,UDUL_30%,2.2759358882904053,0.02319733053445816,0.000752797001041472,795,1.0,1.0,1.0,1.0
MMF4,UDUL,0.3,UDUL_30%,2.342438766934853,0.023872717451411927,0.0007826980806508442,795,4.0,4.0,2.0,3.3333333333333335
WBL4,UDUL,0.3,UDUL_30%,2.3150649825528458,0.023595901376914537,0.000792317665441669,795,3.0,3.0,4.0,3.3333333333333335
POW4,UDUL,0.3,UDUL_30%,2.3150649825500698,0.023595901376885824,0.0007923176654394564,795,2.0,2.0,3.0,2.3333333333333335
LC-PFN,UDUL,0.3,UDUL_30%,28.449695587158203,0.12710346281528473,0.020414913073182106,796,1.0,1.0,1.0,1.0
MMF4,UDUL,0.3,UDUL_30%,32.85054042278445,0.15194952521500085,0.024371220969473008,796,4.0,4.0,4.0,4.0
WBL4,UDUL,0.3,UDUL_30%,32.842984265655076,0.15185950641329155,0.024320211411649962,796,3.0,3.0,3.0,3.0
POW4,UDUL,0.3,UDUL_30%,32.75706525674703,0.1514323374341883,0.024273294720916085,796,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.3,UDUL_30%,0.6823302507400513,0.008183717727661133,9.797253005672246e-05,797,1.0,1.0,1.0,1.0
MMF4,UDUL,0.3,UDUL_30%,0.9407430741935461,0.011311018056946232,0.00018450797215873544,797,3.0,3.0,2.0,2.6666666666666665
WBL4,UDUL,0.3,UDUL_30%,0.9511184849857423,0.01143537059639464,0.00018628022129958961,797,4.0,4.0,3.0,3.6666666666666665
POW4,UDUL,0.3,UDUL_30%,0.9333617830721768,0.01121640082180835,0.00019834785196808777,797,2.0,2.0,4.0,2.6666666666666665
LC-PFN,UDUL,0.5,UDUL_50%,3.15356707572937,0.05774623155593872,0.0033347662538290024,798,3.0,3.0,3.0,3.0
MMF4,UDUL,0.5,UDUL_50%,1.3265147853902217,0.02471817261224246,0.0006299883580223479,798,2.0,2.0,2.0,2.0
WBL4,UDUL,0.5,UDUL_50%,0.8195022101165637,0.015340262747660094,0.00026042891148607953,798,1.0,1.0,1.0,1.0
POW4,UDUL,0.5,UDUL_50%,6.991936919004157,0.12343088867690072,0.015249739728729832,798,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.5,UDUL_50%,6.126861095428467,0.07778097689151764,0.010609351098537445,799,1.0,1.0,1.0,1.0
MMF4,UDUL,0.5,UDUL_50%,15.688618220581535,0.2336603680906335,0.06504793715997093,799,3.0,3.0,3.0,3.0
WBL4,UDUL,0.5,UDUL_50%,19.596614883333174,0.30689865464120447,0.10546621531272349,799,4.0,4.0,4.0,4.0
POW4,UDUL,0.5,UDUL_50%,7.827747715078156,0.10297692681303318,0.015935835689631653,799,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.5,UDUL_50%,2.9404263496398926,0.0525619313120842,0.002987857908010483,800,2.0,2.0,2.0,2.0
MMF4,UDUL,0.5,UDUL_50%,3.458110378825289,0.061606563662662275,0.004278155370059033,800,3.0,3.0,3.0,3.0
WBL4,UDUL,0.5,UDUL_50%,4.32034426342884,0.07626030985460165,0.00640930369708048,800,4.0,4.0,4.0,4.0
POW4,UDUL,0.5,UDUL_50%,0.7664885289755233,0.014002929373663075,0.0003019783150036922,800,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.5,UDUL_50%,3.131920099258423,0.060736119747161865,0.0036890157498419285,801,1.0,1.0,1.0,1.0
MMF4,UDUL,0.5,UDUL_50%,5.916149508828709,0.11171381931892205,0.012480002893799245,801,2.0,2.0,2.0,2.0
WBL4,UDUL,0.5,UDUL_50%,6.30780285323059,0.1186705525640332,0.014082700045852964,801,3.0,3.0,3.0,3.0
POW4,UDUL,0.5,UDUL_50%,10.314972205800476,0.18700102101419214,0.0349846986522368,801,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.5,UDUL_50%,0.41181617975234985,0.005543362349271774,3.3845069992821664e-05,802,1.0,1.0,1.0,1.0
MMF4,UDUL,0.5,UDUL_50%,0.46910810743691567,0.0063166807798742675,5.593393501913134e-05,802,3.0,3.0,3.0,3.0
WBL4,UDUL,0.5,UDUL_50%,0.46505393214713525,0.00626234077337106,5.634535229037262e-05,802,2.0,2.0,4.0,2.6666666666666665
POW4,UDUL,0.5,UDUL_50%,0.48794968617396794,0.00656936704318245,5.320382123926936e-05,802,4.0,4.0,2.0,3.3333333333333335
LC-PFN,UDUL,0.5,UDUL_50%,1.4225133657455444,0.020145399495959282,0.0006610997370444238,803,1.0,1.0,1.0,1.0
MMF4,UDUL,0.5,UDUL_50%,3.103062010311822,0.04546091876084977,0.002617717400421387,803,3.0,3.0,3.0,3.0
WBL4,UDUL,0.5,UDUL_50%,4.062561728741161,0.06063642048483381,0.0047178271260376395,803,4.0,4.0,4.0,4.0
POW4,UDUL,0.5,UDUL_50%,2.168044615221059,0.0311657086378619,0.0012699536967871997,803,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.5,UDUL_50%,2.1737563610076904,0.0355597622692585,0.001855506096035242,804,2.0,2.0,2.0,2.0
MMF4,UDUL,0.5,UDUL_50%,4.678659155564456,0.07451012033863391,0.00737072676597995,804,3.0,3.0,3.0,3.0
WBL4,UDUL,0.5,UDUL_50%,4.972649889631138,0.07890278721593792,0.00806805345856149,804,4.0,4.0,4.0,4.0
POW4,UDUL,0.5,UDUL_50%,1.6415655313996234,0.026787145425419955,0.0012342364511110338,804,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.5,UDUL_50%,19.619308471679688,0.2792777419090271,0.10376746207475662,805,4.0,4.0,4.0,4.0
MMF4,UDUL,0.5,UDUL_50%,19.488246444406016,0.27775380040638803,0.10236332683517912,805,2.0,2.0,2.0,2.0
WBL4,UDUL,0.5,UDUL_50%,19.574729211196942,0.2787665910895216,0.10336060136464195,805,3.0,3.0,3.0,3.0
POW4,UDUL,0.5,UDUL_50%,19.421139473071676,0.2769713060346728,0.10164675041692245,805,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.5,UDUL_50%,2.7904131412506104,0.04261067509651184,0.0027078776620328426,806,4.0,4.0,2.0,3.3333333333333335
MMF4,UDUL,0.5,UDUL_50%,2.533141563779387,0.03867113752604286,0.003253482163416725,806,1.0,1.0,3.0,1.6666666666666667
WBL4,UDUL,0.5,UDUL_50%,2.587184671490093,0.03959959495936594,0.0034481264401240255,806,2.0,2.0,4.0,2.6666666666666665
POW4,UDUL,0.5,UDUL_50%,2.7093381743891225,0.04139523274686369,0.002695536209071384,806,3.0,3.0,1.0,2.3333333333333335
LC-PFN,UDUL,0.5,UDUL_50%,0.07547137886285782,0.0015082892496138811,2.275075758007006e-06,807,3.0,3.0,3.0,3.0
MMF4,UDUL,0.5,UDUL_50%,6.857635225647794e-09,1.3715270439830287e-10,2.293059765572121e-19,807,1.0,1.0,1.0,1.0
WBL4,UDUL,0.5,UDUL_50%,0.01767291643266668,0.00035339587329596966,1.2488864326262098e-07,807,2.0,2.0,2.0,2.0
POW4,UDUL,0.5,UDUL_50%,0.20104536370932508,0.004008068970458721,2.5573143518317148e-05,807,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.5,UDUL_50%,1.0323752164840698,0.01787806861102581,0.00045219960156828165,808,2.0,2.0,2.0,2.0
MMF4,UDUL,0.5,UDUL_50%,2.180684845279703,0.03724714062280231,0.0016549268971534832,808,3.0,3.0,3.0,3.0
WBL4,UDUL,0.5,UDUL_50%,2.5521258281432955,0.043406105693770576,0.0021886482497775047,808,4.0,4.0,4.0,4.0
POW4,UDUL,0.5,UDUL_50%,0.9957316245824336,0.01744690310334237,0.0004087618816921815,808,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.5,UDUL_50%,1.675094485282898,0.030085153877735138,0.002551012672483921,809,1.0,1.0,1.0,1.0
MMF4,UDUL,0.5,UDUL_50%,2.869794659638586,0.05167840810874164,0.003196161950819527,809,3.0,2.0,2.0,2.3333333333333335
WBL4,UDUL,0.5,UDUL_50%,2.923370751816917,0.05262579137461212,0.0032989858531380064,809,4.0,4.0,3.0,3.6666666666666665
POW4,UDUL,0.5,UDUL_50%,2.819176530904527,0.0521310153439518,0.005024512267612935,809,2.0,3.0,4.0,3.0
LC-PFN,UDUL,0.5,UDUL_50%,0.8179091215133667,0.015037559904158115,0.0005850145244039595,810,2.0,2.0,2.0,2.0
MMF4,UDUL,0.5,UDUL_50%,0.7848132836745187,0.014422479534738108,0.0005674808368981173,810,1.0,1.0,1.0,1.0
WBL4,UDUL,0.5,UDUL_50%,1.1909257733337384,0.021927154217823375,0.0007626044758656374,810,4.0,4.0,3.0,3.6666666666666665
POW4,UDUL,0.5,UDUL_50%,0.9739978064701801,0.01806252395578971,0.0008506937622747512,810,3.0,3.0,4.0,3.3333333333333335
LC-PFN,UDUL,0.5,UDUL_50%,6.112288475036621,0.06746657192707062,0.005225101485848427,811,2.0,2.0,2.0,2.0
MMF4,UDUL,0.5,UDUL_50%,7.19849732484668,0.07907105140778142,0.006705793019312118,811,3.0,3.0,3.0,3.0
WBL4,UDUL,0.5,UDUL_50%,7.637903125441572,0.08353296255292436,0.007441645340553718,811,4.0,4.0,4.0,4.0
POW4,UDUL,0.5,UDUL_50%,5.932914834116064,0.0659960300979802,0.004778413195935453,811,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.5,UDUL_50%,12.412491798400879,0.05126546695828438,0.003331915009766817,812,1.0,1.0,1.0,1.0
MMF4,UDUL,0.5,UDUL_50%,17.207750458288974,0.06780952380226238,0.005718480892607214,812,4.0,4.0,4.0,4.0
WBL4,UDUL,0.5,UDUL_50%,14.596942531920979,0.05917441395620678,0.004621960641378125,812,3.0,3.0,3.0,3.0
POW4,UDUL,0.5,UDUL_50%,14.097396848286396,0.057469777886661015,0.004402356679701118,812,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.5,UDUL_50%,70.0486831665039,0.04665686562657356,0.0023707759100943804,813,4.0,4.0,4.0,4.0
MMF4,UDUL,0.5,UDUL_50%,48.51549966508219,0.015322037307196572,0.00027698901569471804,813,1.0,1.0,1.0,1.0
WBL4,UDUL,0.5,UDUL_50%,64.49265805946625,0.03246719727994229,0.0010963430876662868,813,2.0,2.0,2.0,2.0
POW4,UDUL,0.5,UDUL_50%,65.86372508390507,0.034953893699630874,0.0012721479122035316,813,3.0,3.0,3.0,3.0
LC-PFN,UDUL,0.5,UDUL_50%,0.8333990573883057,0.015118597075343132,0.00039145397022366524,814,3.0,3.0,3.0,3.0
MMF4,UDUL,0.5,UDUL_50%,0.674601141283321,0.012198415419398643,0.00024567422746730224,814,2.0,2.0,2.0,2.0
WBL4,UDUL,0.5,UDUL_50%,0.6592891885788162,0.011918467334395604,0.00023892142559805537,814,1.0,1.0,1.0,1.0
POW4,UDUL,0.5,UDUL_50%,1.0554783679015893,0.019191837755410376,0.0004869602289352384,814,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.5,UDUL_50%,0.6611052751541138,0.008723131380975246,0.00012067608622601256,815,1.0,1.0,1.0,1.0
MMF4,UDUL,0.5,UDUL_50%,2.2961863390013653,0.031220151228773925,0.0011167075432894544,815,4.0,4.0,4.0,4.0
WBL4,UDUL,0.5,UDUL_50%,0.8718255566877257,0.011535944232780862,0.00018686609944792388,815,2.0,2.0,2.0,2.0
POW4,UDUL,0.5,UDUL_50%,2.2514414450996565,0.030637224074418316,0.0011008307589809613,815,3.0,3.0,3.0,3.0
LC-PFN,UDUL,0.5,UDUL_50%,5.641905784606934,0.0727902427315712,0.011615786701440811,816,4.0,4.0,4.0,4.0
MMF4,UDUL,0.5,UDUL_50%,5.057569927811682,0.06417088587089247,0.008931798980747556,816,2.0,2.0,2.0,2.0
WBL4,UDUL,0.5,UDUL_50%,5.029706502834708,0.06377166750895459,0.008785265347413683,816,1.0,1.0,1.0,1.0
POW4,UDUL,0.5,UDUL_50%,5.181678217060862,0.06596161555139844,0.009606911157382627,816,3.0,3.0,3.0,3.0
LC-PFN,UDUL,0.5,UDUL_50%,7.645376205444336,0.09912288188934326,0.014992134645581245,817,1.0,1.0,1.0,1.0
MMF4,UDUL,0.5,UDUL_50%,9.763846566823236,0.12374190472830007,0.022781649025057117,817,3.0,3.0,3.0,3.0
WBL4,UDUL,0.5,UDUL_50%,9.784983015985253,0.12397972523246255,0.022878567368064207,817,4.0,4.0,4.0,4.0
POW4,UDUL,0.5,UDUL_50%,9.580679633883388,0.12167511964288975,0.021972471750035943,817,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.5,UDUL_50%,3.3607046604156494,0.05709083750844002,0.0037022738251835108,818,2.0,2.0,2.0,2.0
MMF4,UDUL,0.5,UDUL_50%,9.047820435252195,0.14495928173555525,0.022277382381135157,818,4.0,4.0,4.0,4.0
WBL4,UDUL,0.5,UDUL_50%,9.000778627858141,0.1442713848193052,0.022078421585275756,818,3.0,3.0,3.0,3.0
POW4,UDUL,0.5,UDUL_50%,0.618888492175006,0.010830316699808175,0.00015694779159485588,818,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.5,UDUL_50%,2.6279618740081787,0.03526621311903,0.0015322427498176694,819,1.0,1.0,1.0,1.0
MMF4,UDUL,0.5,UDUL_50%,3.0163996392606935,0.04040921104299042,0.002159897893331612,819,3.0,3.0,3.0,3.0
WBL4,UDUL,0.5,UDUL_50%,3.0603780190928362,0.04097637535825852,0.002218103927509225,819,4.0,4.0,4.0,4.0
POW4,UDUL,0.5,UDUL_50%,2.635912340577477,0.035469588726878054,0.0016470290721952777,819,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.5,UDUL_50%,3.8681328296661377,0.04529336467385292,0.0026941108517348766,820,2.0,2.0,2.0,2.0
MMF4,UDUL,0.5,UDUL_50%,6.864840496521339,0.08375787568909383,0.00818238922838555,820,3.0,3.0,3.0,3.0
WBL4,UDUL,0.5,UDUL_50%,3.7596994996504005,0.04395109325358056,0.002617392805596568,820,1.0,1.0,1.0,1.0
POW4,UDUL,0.5,UDUL_50%,8.353138065985608,0.10437988303049384,0.012581908521823258,820,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.5,UDUL_50%,0.6798149943351746,0.008733980357646942,7.73870779084973e-05,821,1.0,1.0,1.0,1.0
MMF4,UDUL,0.5,UDUL_50%,0.8991982811139273,0.01159935703973447,0.00019657703805913245,821,3.0,3.0,3.0,3.0
WBL4,UDUL,0.5,UDUL_50%,0.7248361734376007,0.009324301345650605,0.00014894656383847039,821,2.0,2.0,2.0,2.0
POW4,UDUL,0.5,UDUL_50%,2.0423594030528127,0.026720854856090576,0.0008063138638357962,821,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.5,UDUL_50%,2.5830516815185547,0.02083120122551918,0.000626743829343468,822,3.0,3.0,4.0,3.3333333333333335
MMF4,UDUL,0.5,UDUL_50%,2.731108380330537,0.02099147487656915,0.0006162297401082038,822,4.0,4.0,3.0,3.6666666666666665
WBL4,UDUL,0.5,UDUL_50%,1.1459324891056777,0.009049897467714367,0.00013832455989560023,822,2.0,2.0,2.0,2.0
POW4,UDUL,0.5,UDUL_50%,1.145932456265752,0.009049897208752784,0.00013832455772281983,822,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.5,UDUL_50%,1.2399617433547974,0.019396614283323288,0.0004766845377162099,823,1.0,1.0,1.0,1.0
MMF4,UDUL,0.5,UDUL_50%,2.5809090986952197,0.04179289523528364,0.0026990284867771347,823,3.0,3.0,3.0,3.0
WBL4,UDUL,0.5,UDUL_50%,3.202966885923205,0.05254605174649981,0.0044246366356520605,823,4.0,4.0,4.0,4.0
POW4,UDUL,0.5,UDUL_50%,1.4382637928362139,0.022619430648238393,0.0006983628153091557,823,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.5,UDUL_50%,0.04066794365644455,0.0006879468564875424,4.734459650990175e-07,824,1.0,1.0,1.0,1.0
MMF4,UDUL,0.5,UDUL_50%,0.9938171695507486,0.01698790957864051,0.0002896875833837665,824,3.0,3.0,3.0,3.0
WBL4,UDUL,0.5,UDUL_50%,0.1566190209847917,0.00265463340058536,7.047078491503392e-06,824,2.0,2.0,2.0,2.0
POW4,UDUL,0.5,UDUL_50%,1.6654802636135109,0.02867211112024387,0.0008387683011814983,824,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.5,UDUL_50%,4.20096492767334,0.0582878403365612,0.0039163497276604176,825,3.0,3.0,3.0,3.0
MMF4,UDUL,0.5,UDUL_50%,3.525860292832906,0.04930877437408113,0.002876561120539071,825,2.0,2.0,2.0,2.0
WBL4,UDUL,0.5,UDUL_50%,5.66705738209358,0.07747140208251985,0.006941221313288897,825,4.0,4.0,4.0,4.0
POW4,UDUL,0.5,UDUL_50%,2.3852852976578807,0.033509975182807836,0.0014978478136324859,825,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.5,UDUL_50%,5.629810810089111,0.08393485844135284,0.011559848673641682,826,1.0,1.0,1.0,1.0
MMF4,UDUL,0.5,UDUL_50%,6.453119025806709,0.09519038961505381,0.014758360263281266,826,3.0,3.0,3.0,3.0
WBL4,UDUL,0.5,UDUL_50%,6.465363905003782,0.09535661938818164,0.014832345278013895,826,4.0,4.0,4.0,4.0
POW4,UDUL,0.5,UDUL_50%,6.25215216172355,0.09245597955323703,0.013757828799361604,826,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.5,UDUL_50%,7.126636981964111,0.0879383459687233,0.010980307124555111,827,3.0,3.0,3.0,3.0
MMF4,UDUL,0.5,UDUL_50%,8.862335032718693,0.10796485347712623,0.015878318602437432,827,4.0,4.0,4.0,4.0
WBL4,UDUL,0.5,UDUL_50%,6.930885316373696,0.0853968253762547,0.010637843287213625,827,2.0,2.0,1.0,1.6666666666666667
POW4,UDUL,0.5,UDUL_50%,6.930885308028231,0.08539682527289749,0.01063784329647902,827,1.0,1.0,2.0,1.3333333333333333
LC-PFN,UDUL,0.5,UDUL_50%,2.7841780185699463,0.05100660026073456,0.003595018060877919,828,2.0,2.0,2.0,2.0
MMF4,UDUL,0.5,UDUL_50%,4.456025899654996,0.07988727736967417,0.008486283389506877,828,3.0,3.0,3.0,3.0
WBL4,UDUL,0.5,UDUL_50%,4.569895519540179,0.08181229161232968,0.008863409505434815,828,4.0,4.0,4.0,4.0
POW4,UDUL,0.5,UDUL_50%,1.566213318923811,0.02910790801318363,0.001195825719154032,828,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.5,UDUL_50%,1.7940309047698975,0.03241283446550369,0.0012094964040443301,829,1.0,1.0,1.0,1.0
MMF4,UDUL,0.5,UDUL_50%,2.7569141379056603,0.049278149437263864,0.0027638143450903515,829,3.0,3.0,3.0,3.0
WBL4,UDUL,0.5,UDUL_50%,3.3214065872082177,0.059015663498885096,0.004022376040178632,829,4.0,4.0,4.0,4.0
POW4,UDUL,0.5,UDUL_50%,2.4510070996347237,0.04394637216145415,0.002183793150835738,829,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.5,UDUL_50%,8.011186599731445,0.08492881804704666,0.04132119193673134,830,1.0,1.0,4.0,2.0
MMF4,UDUL,0.5,UDUL_50%,12.267493788894727,0.14420850950199746,0.03594466489716114,830,4.0,4.0,3.0,3.6666666666666665
WBL4,UDUL,0.5,UDUL_50%,11.817265613578046,0.13821814280533867,0.035741252044900335,830,3.0,3.0,2.0,2.6666666666666665
POW4,UDUL,0.5,UDUL_50%,10.570969386688438,0.1211858468870103,0.035711415836497715,830,2.0,2.0,1.0,1.6666666666666667
LC-PFN,UDUL,0.5,UDUL_50%,2.7344532012939453,0.03680628538131714,0.0018048001220449805,831,2.0,2.0,1.0,1.6666666666666667
MMF4,UDUL,0.5,UDUL_50%,7.090277363167585,0.10599269027081716,0.016106222231573764,831,4.0,4.0,4.0,4.0
WBL4,UDUL,0.5,UDUL_50%,2.7046266911823746,0.036425142299295804,0.0018593158899698897,831,1.0,1.0,2.0,1.3333333333333333
POW4,UDUL,0.5,UDUL_50%,4.86273312680182,0.06996488552054723,0.007612310603680783,831,3.0,3.0,3.0,3.0
LC-PFN,UDUL,0.5,UDUL_50%,1.6915357112884521,0.031354211270809174,0.001177092082798481,832,3.0,3.0,3.0,3.0
MMF4,UDUL,0.5,UDUL_50%,1.0096832123627477,0.018450745123496707,0.00038265669204196794,832,2.0,2.0,2.0,2.0
WBL4,UDUL,0.5,UDUL_50%,0.4217832115864619,0.007977701885864757,9.991212173076363e-05,832,1.0,1.0,1.0,1.0
POW4,UDUL,0.5,UDUL_50%,3.7052006568984575,0.06621178288101744,0.004505984924153513,832,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.5,UDUL_50%,0.2978724539279938,0.004952479153871536,3.452665259828791e-05,833,1.0,1.0,1.0,1.0
MMF4,UDUL,0.5,UDUL_50%,2.1086745128988515,0.03578657086564914,0.0013040676886513303,833,3.0,3.0,3.0,3.0
WBL4,UDUL,0.5,UDUL_50%,1.588294774361278,0.026809100864216024,0.000741982907785922,833,2.0,2.0,2.0,2.0
POW4,UDUL,0.5,UDUL_50%,4.942151414723431,0.07641368456411607,0.009149311546274307,833,4.0,4.0,4.0,4.0
LC-PFN,UDUL,0.5,UDUL_50%,2.79107928276062,0.048189517110586166,0.0063914954662323,834,1.0,1.0,1.0,1.0
MMF4,UDUL,0.5,UDUL_50%,3.814463171832435,0.06836803048015906,0.010813570431582343,834,3.0,3.0,3.0,3.0
WBL4,UDUL,0.5,UDUL_50%,4.229613591473004,0.07658430749498936,0.012128715325201456,834,4.0,4.0,4.0,4.0
POW4,UDUL,0.5,UDUL_50%,2.8904870456717484,0.05011448857729094,0.007286091308958256,834,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.5,UDUL_50%,74.4819107055664,0.08364454656839371,0.007908453233540058,835,4.0,4.0,4.0,4.0
MMF4,UDUL,0.5,UDUL_50%,60.59811692231026,0.037933333308123034,0.0014448904755288716,835,1.0,1.0,1.0,1.0
WBL4,UDUL,0.5,UDUL_50%,60.65636846875382,0.0380261761884201,0.0014519152694225641,835,2.0,2.0,2.0,2.0
POW4,UDUL,0.5,UDUL_50%,64.17953419016168,0.044457608542951436,0.0019920297390916106,835,3.0,3.0,3.0,3.0
LC-PFN,UDUL,0.5,UDUL_50%,15.062432289123535,0.11073896288871765,0.01863900013267994,836,1.0,1.0,1.0,1.0
MMF4,UDUL,0.5,UDUL_50%,16.666730945855143,0.1332638873959481,0.03118348833118668,836,4.0,4.0,4.0,4.0
WBL4,UDUL,0.5,UDUL_50%,15.914288188768081,0.11671654619181368,0.018859485345189168,836,3.0,3.0,3.0,3.0
POW4,UDUL,0.5,UDUL_50%,15.81505667006342,0.11603243967268222,0.01867440638076243,836,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.5,UDUL_50%,1.848399043083191,0.01971340738236904,0.0005848933942615986,837,2.0,2.0,2.0,2.0
MMF4,UDUL,0.5,UDUL_50%,5.262492394472815,0.05204016691371404,0.003144801569877394,837,3.0,3.0,3.0,3.0
WBL4,UDUL,0.5,UDUL_50%,5.338301958175347,0.05274599354188014,0.0032187626905899654,837,4.0,4.0,4.0,4.0
POW4,UDUL,0.5,UDUL_50%,1.1517276860619943,0.011860386693825126,0.00021063633218224817,837,1.0,1.0,1.0,1.0
LC-PFN,UDUL,0.5,UDUL_50%,1.714250087738037,0.02549205720424652,0.0009786118753254414,838,1.0,1.0,1.0,1.0
MMF4,UDUL,0.5,UDUL_50%,8.93041021934663,0.12131197190255662,0.017674514963536322,838,4.0,4.0,4.0,4.0
WBL4,UDUL,0.5,UDUL_50%,8.462429528672354,0.11557811975567474,0.016265159096954432,838,3.0,3.0,3.0,3.0
POW4,UDUL,0.5,UDUL_50%,4.6939099879542505,0.06670947453500026,0.005396123330312326,838,2.0,2.0,2.0,2.0
LC-PFN,UDUL,0.5,UDUL_50%,16.05441665649414,0.08057843893766403,0.01196491252630949,839,3.0,3.0,4.0,3.3333333333333335
MMF4,UDUL,0.5,UDUL_50%,29.667529565999057,0.08158962587447047,0.006846010227419391,839,4.0,4.0,3.0,3.6666666666666665
